year,country,city,stage,home_team,away_team,home_score,away_score,outcome,win_conditions,winning_team,losing_team,date,month,dayofweek,Year_Decade,Month
1966,England,Liverpool,Group 3,Brazil,Portugal,1,3,A,Italy won in AET,Portugal,Brazil,1966-07-19,Jul,Tuesday,1960s,July
1966,England,Middlesbrough,Group 4,Italy,North Korea,0,1,A,Italy won in AET,North Korea,Italy,1966-07-19,Jul,Tuesday,1960s,July
1966,England,London,Group 1,Mexico,Uruguay,0,0,D,Italy won in AET,Brazil,Mexico,1966-07-19,Jul,Tuesday,1960s,July
1966,England,Manchester,Group 3,Bulgaria,Hungary,1,3,A,Italy won in AET,Hungary,Bulgaria,1966-07-20,Jul,Wednesday,1960s,July
1966,England,Sunderland,Group 4,Chile,Soviet Union,1,2,A,Italy won in AET,Soviet Union,Chile,1966-07-20,Jul,Wednesday,1960s,July
1966,England,London,Group 1,England,France,2,0,H,Italy won in AET,England,France,1966-07-20,Jul,Wednesday,1960s,July
1966,England,Birmingham,Group 2,West Germany,Spain,2,1,H,Italy won in AET,West Germany,Spain,1966-07-20,Jul,Wednesday,1960s,July
1966,England,London,Quarterfinals,England,Argentina,1,0,H,Italy won in AET,England,Argentina,1966-07-23,Jul,Saturday,1960s,July
1966,England,Sheffield,Quarterfinals,West Germany,Uruguay,4,0,H,Italy won in AET,West Germany,Uruguay,1966-07-23,Jul,Saturday,1960s,July
1966,England,Sunderland,Quarterfinals,Hungary,Soviet Union,1,2,A,Italy won in AET,Soviet Union,Hungary,1966-07-23,Jul,Saturday,1960s,July
1966,England,Liverpool,Quarterfinals,North Korea,Portugal,3,5,A,Italy won in AET,Portugal,North Korea,1966-07-23,Jul,Saturday,1960s,July
1966,England,Liverpool,Semifinals,West Germany,Soviet Union,2,1,H,Italy won in AET,West Germany,Soviet Union,1966-07-25,Jul,Monday,1960s,July
1966,England,London,Semifinals,England,Portugal,2,1,H,Italy won in AET,England,Portugal,1966-07-26,Jul,Tuesday,1960s,July
1966,England,London,Third place,Portugal,Soviet Union,2,1,H,Italy won in AET,Portugal,Soviet Union,1966-07-28,Jul,Thursday,1960s,July
1966,England,London,Final,England,West Germany,4,2,H,England won in AET,England,West Germany,1966-07-30,Jul,Saturday,1960s,July
1970,Mexico,Mexico City,Group 1,Mexico,Soviet Union,0,0,D,Italy won in AET,Brazil,Mexico,1970-05-31,May,Sunday,1970s,May
1970,Mexico,León,Group 4,Bulgaria,Peru,2,3,A,Italy won in AET,Peru,Bulgaria,1970-06-02,Jun,Tuesday,1970s,June
1970,Mexico,Guadalajara,Group 3,England,Romania,1,0,H,Italy won in AET,England,Romania,1970-06-02,Jun,Tuesday,1970s,June
1970,Mexico,Puebla,Group 2,Israel,Uruguay,0,2,A,Italy won in AET,Uruguay,Israel,1970-06-02,Jun,Tuesday,1970s,June
1970,Mexico,Mexico City,Group 1,Belgium,El Salvador,3,0,H,Italy won in AET,Belgium,El Salvador,1970-06-03,Jun,Wednesday,1970s,June
1970,Mexico,Guadalajara,Group 3,Brazil,Czechoslovakia,4,1,H,Italy won in AET,Brazil,Czechoslovakia,1970-06-03,Jun,Wednesday,1970s,June
1970,Mexico,León,Group 4,West Germany,Morocco,2,1,H,Italy won in AET,West Germany,Morocco,1970-06-03,Jun,Wednesday,1970s,June
1970,Mexico,Toluca,Group 2,Italy,Sweden,1,0,H,Italy won in AET,Italy,Sweden,1970-06-03,Jun,Wednesday,1970s,June
1970,Mexico,Mexico City,Group 1,Belgium,Soviet Union,1,4,A,Italy won in AET,Soviet Union,Belgium,1970-06-06,Jun,Saturday,1970s,June
1970,Mexico,Guadalajara,Group 3,Czechoslovakia,Romania,1,2,A,Italy won in AET,Romania,Czechoslovakia,1970-06-06,Jun,Saturday,1970s,June
1970,Mexico,Puebla,Group 2,Italy,Uruguay,0,0,D,Italy won in AET,Brazil,Mexico,1970-06-06,Jun,Saturday,1970s,June
1970,Mexico,León,Group 4,Morocco,Peru,0,3,A,Italy won in AET,Peru,Morocco,1970-06-06,Jun,Saturday,1970s,June
1970,Mexico,Guadalajara,Group 3,Brazil,England,1,0,H,Italy won in AET,Brazil,England,1970-06-07,Jun,Sunday,1970s,June
1970,Mexico,León,Group 4,Bulgaria,West Germany,2,5,A,Italy won in AET,West Germany,Bulgaria,1970-06-07,Jun,Sunday,1970s,June
1970,Mexico,Toluca,Group 2,Israel,Sweden,1,1,D,Italy won in AET,Brazil,Mexico,1970-06-07,Jun,Sunday,1970s,June
1970,Mexico,Mexico City,Group 1,Mexico,El Salvador,4,0,H,Italy won in AET,Mexico,El Salvador,1970-06-07,Jun,Sunday,1970s,June
1970,Mexico,Guadalajara,Group 3,Brazil,Romania,3,2,H,Italy won in AET,Brazil,Romania,1970-06-10,Jun,Wednesday,1970s,June
1970,Mexico,Mexico City,Group 1,El Salvador,Soviet Union,0,2,A,Italy won in AET,Soviet Union,El Salvador,1970-06-10,Jun,Wednesday,1970s,June
1970,Mexico,León,Group 4,West Germany,Peru,3,1,H,Italy won in AET,West Germany,Peru,1970-06-10,Jun,Wednesday,1970s,June
1970,Mexico,Puebla,Group 2,Sweden,Uruguay,1,0,H,Italy won in AET,Sweden,Uruguay,1970-06-10,Jun,Wednesday,1970s,June
1970,Mexico,León,Group 4,Bulgaria,Morocco,1,1,D,Italy won in AET,Brazil,Mexico,1970-06-11,Jun,Thursday,1970s,June
1970,Mexico,Guadalajara,Group 3,Czechoslovakia,England,0,1,A,Italy won in AET,England,Czechoslovakia,1970-06-11,Jun,Thursday,1970s,June
1970,Mexico,Toluca,Group 2,Israel,Italy,0,0,D,Italy won in AET,Brazil,Mexico,1970-06-11,Jun,Thursday,1970s,June
1970,Mexico,Mexico City,Group 1,Mexico,Belgium,1,0,H,Italy won in AET,Mexico,Belgium,1970-06-11,Jun,Thursday,1970s,June
1970,Mexico,Guadalajara,Quarterfinals,Brazil,Peru,4,2,H,Italy won in AET,Brazil,Peru,1970-06-14,Jun,Sunday,1970s,June
1970,Mexico,León,Quarterfinals,England,West Germany,2,3,A,West Germany won in AET,West Germany,England,1970-06-14,Jun,Sunday,1970s,June
1970,Mexico,Toluca,Quarterfinals,Mexico,Italy,1,4,A,Italy won in AET,Italy,Mexico,1970-06-14,Jun,Sunday,1970s,June
1970,Mexico,Mexico City,Quarterfinals,Soviet Union,Uruguay,0,1,A,Uruguay won in AET,Uruguay,Soviet Union,1970-06-14,Jun,Sunday,1970s,June
1970,Mexico,Guadalajara,Semifinals,Brazil,Uruguay,3,1,H,Italy won in AET,Brazil,Uruguay,1970-06-17,Jun,Wednesday,1970s,June
1970,Mexico,Mexico City,Semifinals,West Germany,Italy,3,4,A,Italy won in AET,Italy,West Germany,1970-06-17,Jun,Wednesday,1970s,June
1970,Mexico,Mexico City,Third place,West Germany,Uruguay,1,0,H,Italy won in AET,West Germany,Uruguay,1970-06-20,Jun,Saturday,1970s,June
1970,Mexico,Mexico City,Final,Brazil,Italy,4,1,H,Italy won in AET,Brazil,Italy,1970-06-21,Jun,Sunday,1970s,June
1974,Germany,Frankfurt am Main,Group 2,Brazil,Yugoslavia,0,0,D,Italy won in AET,Brazil,Mexico,1974-06-13,Jun,Thursday,1970s,June
1974,Germany,Dortmund,Group 2,Zaire,Scotland,0,2,A,Italy won in AET,Scotland,Zaire,1974-06-14,Jun,Friday,1970s,June
1974,Germany,Hamburg,Group 1,East Germany,Australia,2,0,H,Italy won in AET,East Germany,Australia,1974-06-14,Jun,Friday,1970s,June
1974,Germany,Berlin,Group 1,West Germany,Chile,1,0,H,Italy won in AET,West Germany,Chile,1974-06-14,Jun,Friday,1970s,June
1974,Germany,Munich,Group 4,Italy,Haiti,3,1,H,Italy won in AET,Italy,Haiti,1974-06-15,Jun,Saturday,1970s,June
1974,Germany,Stuttgart,Group 4,Poland,Argentina,3,2,H,Italy won in AET,Poland,Argentina,1974-06-15,Jun,Saturday,1970s,June
1974,Germany,Düsseldorf,Group 3,Sweden,Bulgaria,0,0,D,Italy won in AET,Brazil,Mexico,1974-06-15,Jun,Saturday,1970s,June
1974,Germany,Hanover,Group 3,Uruguay,Netherlands,0,2,A,Italy won in AET,Netherlands,Uruguay,1974-06-15,Jun,Saturday,1970s,June
1974,Germany,Berlin,Group 1,Chile,East Germany,1,1,D,Italy won in AET,Brazil,Mexico,1974-06-18,Jun,Tuesday,1970s,June
1974,Germany,Hamburg,Group 1,West Germany,Australia,3,0,H,Italy won in AET,West Germany,Australia,1974-06-18,Jun,Tuesday,1970s,June
1974,Germany,Frankfurt am Main,Group 2,Scotland,Brazil,0,0,D,Italy won in AET,Brazil,Mexico,1974-06-18,Jun,Tuesday,1970s,June
1974,Germany,Gelsenkirchen,Group 2,Yugoslavia,Zaire,5,0,H,Italy won in AET,Yugoslavia,Zaire,1974-06-18,Jun,Tuesday,1970s,June
1974,Germany,Stuttgart,Group 4,Argentina,Italy,1,1,D,Italy won in AET,Brazil,Mexico,1974-06-19,Jun,Wednesday,1970s,June
1974,Germany,Hanover,Group 3,Bulgaria,Uruguay,1,1,D,Italy won in AET,Brazil,Mexico,1974-06-19,Jun,Wednesday,1970s,June
1974,Germany,Munich,Group 4,Haiti,Poland,0,5,A,Italy won in AET,Poland,Haiti,1974-06-19,Jun,Wednesday,1970s,June
1974,Germany,Dortmund,Group 3,Netherlands,Sweden,0,0,D,Italy won in AET,Brazil,Mexico,1974-06-19,Jun,Wednesday,1970s,June
1974,Germany,Berlin,Group 1,Australia,Chile,0,0,D,Italy won in AET,Brazil,Mexico,1974-06-22,Jun,Saturday,1970s,June
1974,Germany,Gelsenkirchen,Group 2,Zaire,Brazil,0,3,A,Italy won in AET,Brazil,Zaire,1974-06-22,Jun,Saturday,1970s,June
1974,Germany,Hamburg,Group 1,West Germany,East Germany,0,1,A,Italy won in AET,East Germany,West Germany,1974-06-22,Jun,Saturday,1970s,June
1974,Germany,Frankfurt am Main,Group 2,Scotland,Yugoslavia,1,1,D,Italy won in AET,Brazil,Mexico,1974-06-22,Jun,Saturday,1970s,June
1974,Germany,Munich,Group 4,Argentina,Haiti,4,1,H,Italy won in AET,Argentina,Haiti,1974-06-23,Jun,Sunday,1970s,June
1974,Germany,Dortmund,Group 3,Bulgaria,Netherlands,1,4,A,Italy won in AET,Netherlands,Bulgaria,1974-06-23,Jun,Sunday,1970s,June
1974,Germany,Stuttgart,Group 4,Poland,Italy,2,1,H,Italy won in AET,Poland,Italy,1974-06-23,Jun,Sunday,1970s,June
1974,Germany,Düsseldorf,Group 3,Sweden,Uruguay,3,0,H,Italy won in AET,Sweden,Uruguay,1974-06-23,Jun,Sunday,1970s,June
1974,Germany,Hanover,Group A,Brazil,East Germany,1,0,H,Italy won in AET,Brazil,East Germany,1974-06-26,Jun,Wednesday,1970s,June
1974,Germany,Düsseldorf,Group B,West Germany,Yugoslavia,2,0,H,Italy won in AET,West Germany,Yugoslavia,1974-06-26,Jun,Wednesday,1970s,June
1974,Germany,Gelsenkirchen,Group A,Netherlands,Argentina,4,0,H,Italy won in AET,Netherlands,Argentina,1974-06-26,Jun,Wednesday,1970s,June
1974,Germany,Stuttgart,Group B,Sweden,Poland,0,1,A,Italy won in AET,Poland,Sweden,1974-06-26,Jun,Wednesday,1970s,June
1974,Germany,Hanover,Group A,Argentina,Brazil,1,2,A,Italy won in AET,Brazil,Argentina,1974-06-30,Jun,Sunday,1970s,June
1974,Germany,Gelsenkirchen,Group A,East Germany,Netherlands,0,2,A,Italy won in AET,Netherlands,West Germany,1974-06-30,Jun,Sunday,1970s,June
1974,Germany,Düsseldorf,Group B,West Germany,Sweden,4,2,H,Italy won in AET,West Germany,Sweden,1974-06-30,Jun,Sunday,1970s,June
1974,Germany,Frankfurt am Main,Group B,Poland,Yugoslavia,2,1,H,Italy won in AET,Poland,Yugoslavia,1974-06-30,Jun,Sunday,1970s,June
1974,Germany,Gelsenkirchen,Group A,Argentina,East Germany,1,1,D,Italy won in AET,Brazil,Mexico,1974-07-03,Jul,Wednesday,1970s,July
1974,Germany,Frankfurt am Main,Group B,West Germany,Poland,1,0,H,Italy won in AET,West Germany,Poland,1974-07-03,Jul,Wednesday,1970s,July
1974,Germany,Dortmund,Group A,Netherlands,Brazil,2,0,H,Italy won in AET,Netherlands,Brazil,1974-07-03,Jul,Wednesday,1970s,July
1974,Germany,Düsseldorf,Group B,Sweden,Yugoslavia,2,1,H,Italy won in AET,Sweden,Yugoslavia,1974-07-03,Jul,Wednesday,1970s,July
1974,Germany,Munich,Third place,Brazil,Poland,0,1,A,Italy won in AET,Poland,Brazil,1974-07-06,Jul,Saturday,1970s,July
1974,Germany,Munich,Final,West Germany,Netherlands,2,1,H,Italy won in AET,West Germany,Netherlands,1974-07-07,Jul,Sunday,1970s,July
1978,Argentina,Buenos Aires,Group 2,West Germany,Poland,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-01,Jun,Thursday,1970s,June
1978,Argentina,Buenos Aires,Group 1,Argentina,Hungary,2,1,H,Italy won in AET,Argentina,Hungary,1978-06-02,Jun,Friday,1970s,June
1978,Argentina,Mar del Plata,Group 1,France,Italy,1,2,A,Italy won in AET,Italy,France,1978-06-02,Jun,Friday,1970s,June
1978,Argentina,Rosario,Group 2,Mexico,Tunisia,1,3,A,Italy won in AET,Tunisia,Mexico,1978-06-02,Jun,Friday,1970s,June
1978,Argentina,Buenos Aires,Group 3,Austria,Spain,2,1,H,Italy won in AET,Austria,Spain,1978-06-03,Jun,Saturday,1970s,June
1978,Argentina,Mar del Plata,Group 3,Brazil,Sweden,1,1,D,Italy won in AET,Brazil,Mexico,1978-06-03,Jun,Saturday,1970s,June
1978,Argentina,Mendoza,Group 4,Iran,Netherlands,0,3,A,Italy won in AET,Netherlands,Iran,1978-06-03,Jun,Saturday,1970s,June
1978,Argentina,Córdoba,Group 4,Peru,Scotland,3,1,H,Italy won in AET,Peru,Scotland,1978-06-03,Jun,Saturday,1970s,June
1978,Argentina,Buenos Aires,Group 1,Argentina,France,2,1,H,Italy won in AET,Argentina,France,1978-06-06,Jun,Tuesday,1970s,June
1978,Argentina,Córdoba,Group 2,West Germany,Mexico,5,0,H,Italy won in AET,West Germany,Mexico,1978-06-06,Jun,Tuesday,1970s,June
1978,Argentina,Mar del Plata,Group 1,Hungary,Italy,1,3,A,Italy won in AET,Italy,Hungary,1978-06-06,Jun,Tuesday,1970s,June
1978,Argentina,Rosario,Group 2,Poland,Tunisia,1,0,H,Italy won in AET,Poland,Tunisia,1978-06-06,Jun,Tuesday,1970s,June
1978,Argentina,Buenos Aires,Group 3,Austria,Sweden,1,0,H,Italy won in AET,Austria,Sweden,1978-06-07,Jun,Wednesday,1970s,June
1978,Argentina,Mar del Plata,Group 3,Brazil,Spain,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-07,Jun,Wednesday,1970s,June
1978,Argentina,Córdoba,Group 4,Iran,Scotland,1,1,D,Italy won in AET,Brazil,Mexico,1978-06-07,Jun,Wednesday,1970s,June
1978,Argentina,Mendoza,Group 4,Netherlands,Peru,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-07,Jun,Wednesday,1970s,June
1978,Argentina,Buenos Aires,Group 1,Argentina,Italy,0,1,A,Italy won in AET,Italy,Argentina,1978-06-10,Jun,Saturday,1970s,June
1978,Argentina,Mar del Plata,Group 1,France,Hungary,3,1,H,Italy won in AET,France,Hungary,1978-06-10,Jun,Saturday,1970s,June
1978,Argentina,Córdoba,Group 2,West Germany,Tunisia,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-10,Jun,Saturday,1970s,June
1978,Argentina,Rosario,Group 2,Mexico,Poland,1,3,A,Italy won in AET,Poland,Mexico,1978-06-10,Jun,Saturday,1970s,June
1978,Argentina,Mar del Plata,Group 3,Austria,Brazil,0,1,A,Italy won in AET,Brazil,Austria,1978-06-11,Jun,Sunday,1970s,June
1978,Argentina,Córdoba,Group 4,Iran,Peru,1,4,A,Italy won in AET,Peru,Iran,1978-06-11,Jun,Sunday,1970s,June
1978,Argentina,Mendoza,Group 4,Netherlands,Scotland,2,3,A,Italy won in AET,Scotland,Netherlands,1978-06-11,Jun,Sunday,1970s,June
1978,Argentina,Buenos Aires,Group 3,Spain,Sweden,1,0,H,Italy won in AET,Spain,Sweden,1978-06-11,Jun,Sunday,1970s,June
1978,Argentina,Rosario,Group B,Argentina,Poland,2,0,H,Italy won in AET,Argentina,Poland,1978-06-14,Jun,Wednesday,1970s,June
1978,Argentina,Córdoba,Group A,Austria,Netherlands,1,5,A,Italy won in AET,Netherlands,Austria,1978-06-14,Jun,Wednesday,1970s,June
1978,Argentina,Mendoza,Group B,Brazil,Peru,3,0,H,Italy won in AET,Brazil,Peru,1978-06-14,Jun,Wednesday,1970s,June
1978,Argentina,Buenos Aires,Group A,West Germany,Italy,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-14,Jun,Wednesday,1970s,June
1978,Argentina,Rosario,Group B,Argentina,Brazil,0,0,D,Italy won in AET,Brazil,Mexico,1978-06-18,Jun,Sunday,1970s,June
1978,Argentina,Buenos Aires,Group A,Austria,Italy,0,1,A,Italy won in AET,Italy,Austria,1978-06-18,Jun,Sunday,1970s,June
1978,Argentina,Córdoba,Group A,West Germany,Netherlands,2,2,D,Italy won in AET,Brazil,Mexico,1978-06-18,Jun,Sunday,1970s,June
1978,Argentina,Mendoza,Group B,Peru,Poland,0,1,A,Italy won in AET,Poland,Peru,1978-06-18,Jun,Sunday,1970s,June
1978,Argentina,Rosario,Group B,Argentina,Peru,5,0,H,Italy won in AET,Argentina,Peru,1978-06-21,Jun,Wednesday,1970s,June
1978,Argentina,Córdoba,Group A,Austria,West Germany,3,2,H,Italy won in AET,Austria,West Germany,1978-06-21,Jun,Wednesday,1970s,June
1978,Argentina,Mendoza,Group B,Brazil,Poland,3,1,H,Italy won in AET,Brazil,Poland,1978-06-21,Jun,Wednesday,1970s,June
1978,Argentina,Buenos Aires,Group A,Italy,Netherlands,1,2,A,Italy won in AET,Netherlands,Italy,1978-06-21,Jun,Wednesday,1970s,June
1978,Argentina,Buenos Aires,Third place,Brazil,Italy,2,1,H,Italy won in AET,Brazil,Italy,1978-06-24,Jun,Saturday,1970s,June
1978,Argentina,Buenos Aires,Final,Argentina,Netherlands,3,1,H,Argentina won in AET,Argentina,Netherlands,1978-06-25,Jun,Sunday,1970s,June
1982,Spain,Barcelona,Group 3,Argentina,Belgium,0,1,A,Italy won in AET,Belgium,Argentina,1982-06-13,Jun,Sunday,1980s,June
1982,Spain,Seville,Group 6,Brazil,Soviet Union,2,1,H,Italy won in AET,Brazil,Soviet Union,1982-06-14,Jun,Monday,1980s,June
1982,Spain,Vigo,Group 1,Italy,Poland,0,0,D,Italy won in AET,Brazil,Mexico,1982-06-14,Jun,Monday,1980s,June
1982,Spain,Elche,Group 3,Hungary,El Salvador,5,1,H,Italy won in AET,Hungary,El Salvador,1982-06-15,Jun,Tuesday,1980s,June
1982,Spain,La Coruña,Group 1,Peru,Cameroon,0,0,D,Italy won in AET,Brazil,Mexico,1982-06-15,Jun,Tuesday,1980s,June
1982,Spain,Málaga,Group 6,Scotland,New Zealand,5,2,H,Italy won in AET,Scotland,New Zealand,1982-06-15,Jun,Tuesday,1980s,June
1982,Spain,Bilbao,Group 4,England,France,3,1,H,Italy won in AET,England,France,1982-06-16,Jun,Wednesday,1980s,June
1982,Spain,Gijón,Group 2,West Germany,Algeria,1,2,A,Italy won in AET,Algeria,West Germany,1982-06-16,Jun,Wednesday,1980s,June
1982,Spain,Valencia,Group 5,Spain,Honduras,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-16,Jun,Wednesday,1980s,June
1982,Spain,Oviedo,Group 2,Chile,Austria,0,1,A,Italy won in AET,Austria,Chile,1982-06-17,Jun,Thursday,1980s,June
1982,Spain,Valladolid,Group 4,Czechoslovakia,Kuwait,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-17,Jun,Thursday,1980s,June
1982,Spain,Zaragoza,Group 5,Yugoslavia,Northern Ireland,0,0,D,Italy won in AET,Brazil,Mexico,1982-06-17,Jun,Thursday,1980s,June
1982,Spain,Alicante,Group 3,Argentina,Hungary,4,1,H,Italy won in AET,Argentina,Hungary,1982-06-18,Jun,Friday,1980s,June
1982,Spain,Seville,Group 6,Brazil,Scotland,4,1,H,Italy won in AET,Brazil,Scotland,1982-06-18,Jun,Friday,1980s,June
1982,Spain,Vigo,Group 1,Italy,Peru,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-18,Jun,Friday,1980s,June
1982,Spain,Elche,Group 3,Belgium,El Salvador,1,0,H,Italy won in AET,Belgium,El Salvador,1982-06-19,Jun,Saturday,1980s,June
1982,Spain,La Coruña,Group 1,Poland,Cameroon,0,0,D,Italy won in AET,Brazil,Mexico,1982-06-19,Jun,Saturday,1980s,June
1982,Spain,Málaga,Group 6,Soviet Union,New Zealand,3,0,H,Italy won in AET,Soviet Union,New Zealand,1982-06-19,Jun,Saturday,1980s,June
1982,Spain,Bilbao,Group 4,England,Czechoslovakia,2,0,H,Italy won in AET,England,Czechoslovakia,1982-06-20,Jun,Sunday,1980s,June
1982,Spain,Gijón,Group 2,West Germany,Chile,4,1,H,Italy won in AET,West Germany,Chile,1982-06-20,Jun,Sunday,1980s,June
1982,Spain,Valencia,Group 5,Spain,Yugoslavia,2,1,H,Italy won in AET,Spain,Yugoslavia,1982-06-20,Jun,Sunday,1980s,June
1982,Spain,Oviedo,Group 2,Algeria,Austria,0,2,A,Italy won in AET,Austria,Algeria,1982-06-21,Jun,Monday,1980s,June
1982,Spain,Valladolid,Group 4,France,Kuwait,4,1,H,Italy won in AET,France,Kuwait,1982-06-21,Jun,Monday,1980s,June
1982,Spain,Zaragoza,Group 5,Honduras,Northern Ireland,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-21,Jun,Monday,1980s,June
1982,Spain,Elche,Group 3,Belgium,Hungary,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-22,Jun,Tuesday,1980s,June
1982,Spain,La Coruña,Group 1,Poland,Peru,5,1,H,Italy won in AET,Poland,Peru,1982-06-22,Jun,Tuesday,1980s,June
1982,Spain,Málaga,Group 6,Soviet Union,Scotland,2,2,D,Italy won in AET,Brazil,Mexico,1982-06-22,Jun,Tuesday,1980s,June
1982,Spain,Alicante,Group 3,Argentina,El Salvador,2,0,H,Italy won in AET,Argentina,El Salvador,1982-06-23,Jun,Wednesday,1980s,June
1982,Spain,Seville,Group 6,Brazil,New Zealand,4,0,H,Italy won in AET,Brazil,New Zealand,1982-06-23,Jun,Wednesday,1980s,June
1982,Spain,Vigo,Group 1,Italy,Cameroon,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-23,Jun,Wednesday,1980s,June
1982,Spain,Oviedo,Group 2,Algeria,Chile,3,2,H,Italy won in AET,Algeria,Chile,1982-06-24,Jun,Thursday,1980s,June
1982,Spain,Valladolid,Group 4,France,Czechoslovakia,1,1,D,Italy won in AET,Brazil,Mexico,1982-06-24,Jun,Thursday,1980s,June
1982,Spain,Zaragoza,Group 5,Honduras,Yugoslavia,0,1,A,Italy won in AET,Yugoslavia,Honduras,1982-06-24,Jun,Thursday,1980s,June
1982,Spain,Bilbao,Group 4,England,Kuwait,1,0,H,Italy won in AET,England,Kuwait,1982-06-25,Jun,Friday,1980s,June
1982,Spain,Gijón,Group 2,West Germany,Austria,1,0,H,Italy won in AET,West Germany,Austria,1982-06-25,Jun,Friday,1980s,June
1982,Spain,Valencia,Group 5,Spain,Northern Ireland,0,1,A,Italy won in AET,Northern Ireland,Spain,1982-06-25,Jun,Friday,1980s,June
1982,Spain,Madrid,Group D,Austria,France,0,1,A,Italy won in AET,France,Austria,1982-06-28,Jun,Monday,1980s,June
1982,Spain,Barcelona,Group A,Poland,Belgium,3,0,H,Italy won in AET,Poland,Belgium,1982-06-28,Jun,Monday,1980s,June
1982,Spain,Madrid,Group B,West Germany,England,0,0,D,Italy won in AET,Brazil,Mexico,1982-06-29,Jun,Tuesday,1980s,June
1982,Spain,Barcelona,Group C,Italy,Argentina,2,1,H,Italy won in AET,Italy,Argentina,1982-06-29,Jun,Tuesday,1980s,June
1982,Spain,Madrid,Group D,Austria,Northern Ireland,2,2,D,Italy won in AET,Brazil,Mexico,1982-07-01,Jul,Thursday,1980s,July
1982,Spain,Barcelona,Group A,Belgium,Soviet Union,0,1,A,Italy won in AET,Soviet Union,Belgium,1982-07-01,Jul,Thursday,1980s,July
1982,Spain,Barcelona,Group C,Argentina,Brazil,1,3,A,Italy won in AET,Brazil,Argentina,1982-07-02,Jul,Friday,1980s,July
1982,Spain,Madrid,Group B,Spain,West Germany,1,2,A,Italy won in AET,West Germany,Spain,1982-07-02,Jul,Friday,1980s,July
1982,Spain,Madrid,Group D,France,Northern Ireland,4,1,H,Italy won in AET,France,Northern Ireland,1982-07-04,Jul,Sunday,1980s,July
1982,Spain,Barcelona,Group A,Poland,Soviet Union,0,0,D,Italy won in AET,Brazil,Mexico,1982-07-04,Jul,Sunday,1980s,July
1982,Spain,Barcelona,Group C,Italy,Brazil,3,2,H,Italy won in AET,Italy,Brazil,1982-07-05,Jul,Monday,1980s,July
1982,Spain,Madrid,Group B,Spain,England,0,0,D,Italy won in AET,Brazil,Mexico,1982-07-05,Jul,Monday,1980s,July
1982,Spain,Seville,Semifinals,West Germany,France,3,3,H,West Germany won in penalties (5 - 4),West Germany,France,1982-07-08,Jul,Thursday,1980s,July
1982,Spain,Barcelona,Semifinals,Poland,Italy,0,2,A,Italy won in AET,Italy,Poland,1982-07-08,Jul,Thursday,1980s,July
1982,Spain,Alicante,Third place,Poland,France,3,2,H,Italy won in AET,Poland,France,1982-07-10,Jul,Saturday,1980s,July
1982,Spain,Madrid,Final,Italy,West Germany,3,1,H,Italy won in AET,Italy,West Germany,1982-07-11,Jul,Sunday,1980s,July
1986,Mexico,Mexico City,Group A,Bulgaria,Italy,1,1,D,Italy won in AET,Brazil,Mexico,1986-05-31,May,Saturday,1980s,May
1986,Mexico,León,Group C,Canada,France,0,1,A,Italy won in AET,France,Canada,1986-06-01,Jun,Sunday,1980s,June
1986,Mexico,Guadalajara,Group D,Spain,Brazil,0,1,A,Italy won in AET,Brazil,Spain,1986-06-01,Jun,Sunday,1980s,June
1986,Mexico,Mexico City,Group A,Argentina,South Korea,3,1,H,Italy won in AET,Argentina,South Korea,1986-06-02,Jun,Monday,1980s,June
1986,Mexico,Monterrey,Group F,Morocco,Poland,0,0,D,Italy won in AET,Brazil,Mexico,1986-06-02,Jun,Monday,1980s,June
1986,Mexico,Irapuato,Group C,Soviet Union,Hungary,5,0,H,Italy won in AET,Soviet Union,Hungary,1986-06-02,Jun,Monday,1980s,June
1986,Mexico,Guadalajara,Group D,Algeria,Northern Ireland,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-03,Jun,Tuesday,1980s,June
1986,Mexico,Mexico City,Group B,Mexico,Belgium,2,1,H,Italy won in AET,Mexico,Belgium,1986-06-03,Jun,Tuesday,1980s,June
1986,Mexico,Monterrey,Group F,Portugal,England,1,0,H,Italy won in AET,Portugal,England,1986-06-03,Jun,Tuesday,1980s,June
1986,Mexico,Toluca,Group B,Paraguay,Iraq,1,0,H,Italy won in AET,Paraguay,Iraq,1986-06-04,Jun,Wednesday,1980s,June
1986,Mexico,Nezahualcóyotl,Group E,Scotland,Denmark,0,1,A,Italy won in AET,Denmark,Scotland,1986-06-04,Jun,Wednesday,1980s,June
1986,Mexico,Querétaro,Group E,Uruguay,West Germany,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-04,Jun,Wednesday,1980s,June
1986,Mexico,León,Group C,France,Soviet Union,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-05,Jun,Thursday,1980s,June
